Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
DEBIT,2,1,10.67,94.46,Late delivery,1,Indoor/Outdoor Games,Carlsbad,EE. UU.,Corporate,CA,Fan Shop,Europe,London,Reino Unido,5.5,0.06,49.98,0.11,2,99.96,94.46,10.67,Northern Europe,Inglaterra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,1,2.0,199.92,0.1067426970788315,1
CASH,2,4,52.38,194.0,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Granada,España,6.0,0.03,50.0,0.27,4,200.0,194.0,52.38,Southern Europe,Andalucía,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,1.0,800.0,0.2619,0
TRANSFER,4,2,43.68,167.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Camagüey,Cuba,32.0,0.16,199.99,0.26,1,199.99,167.99,43.68,Caribbean,Camagüey,PENDING,Pelican Sunstream 100 Kayak,199.99,Second Class,2,0.5,199.99,0.2184109205460273,0
PAYMENT,2,4,34.37,249.08,Advance shipping,0,Health and Beauty,Laguna Niguel,EE. UU.,Consumer,CA,Health and Beauty ,Pacific Asia,Rangún,Myanmar (Birmania),43.96,0.15,293.04,0.14,1,293.04,249.08,34.37,Southeast Asia,Rangún,PENDING_PAYMENT,First aid kit,293.04,Standard Class,-2,0.25,293.04,0.1172877422877422,0
TRANSFER,4,2,-153.98,175.98,Shipping canceled,0,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,USCA,Houston,Estados Unidos,24.0,0.12,99.99,-0.88,2,199.98,175.98,-153.98,US Center ,Texas,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,2,1.0,399.96,-0.76997699769977,0
PAYMENT,4,4,19.5,59.99,Shipping on time,0,Cleats,Virginia Beach,EE. UU.,Home Office,VA,Apparel,Europe,Miramas,Francia,0.0,0.0,59.99,0.33,1,59.99,59.99,19.5,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.25,59.99,0.3250541756959493,0
PAYMENT,5,4,-291.45,379.98,Late delivery,1,Fishing,Pomona,EE. UU.,Consumer,CA,Fan Shop,Europe,Donets'k,Ucrania,20.0,0.05,399.98,-0.77,1,399.98,379.98,-291.45,Eastern Europe,Donetsk,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,1,0.25,399.98,-0.7286614330716535,0
TRANSFER,4,4,50.96,195.99,Shipping on time,0,Water Sports,Howell,EE. UU.,Consumer,MI,Fan Shop,Europe,Dresden,Alemania,4.0,0.02,199.99,0.26,1,199.99,195.99,50.96,Western Europe,Sajonia,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class,0,0.25,199.99,0.2548127406370318,0
PAYMENT,2,4,6.0,79.97,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Witten,Alemania,19.99,0.2,49.98,0.08,2,99.96,79.97,6.0,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,0.5,199.92,0.0600240096038415,0
PAYMENT,3,4,60.07,191.92,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Pacific Asia,Qom,Irán,8.0,0.04,49.98,0.31,4,199.92,191.92,60.07,South Asia,Qom,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-1,1.0,799.68,0.3004701880752301,0
DEBIT,4,4,18.74,49.98,Shipping on time,0,Indoor/Outdoor Games,Los Angeles,EE. UU.,Corporate,CA,Fan Shop,Africa,Ibadan,Nigeria,0.0,0.0,49.98,0.38,1,49.98,49.98,18.74,West Africa,Oyo,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0,0.25,49.98,0.3749499799919968,0
PAYMENT,0,0,-12.15,195.99,Shipping on time,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Pacific Asia,Wuxi,China,4.0,0.02,199.99,-0.06,1,199.99,195.99,-12.15,Eastern Asia,Jiangsu,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Same Day,0,inf,199.99,-0.0607530376518825,1
TRANSFER,6,2,152.44,419.96,Late delivery,1,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Presidencia Roque Sáenz Peña,Argentina,79.99,0.16,99.99,0.36,5,499.95,419.96,152.44,South America,Chaco,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,4,2.5,2499.75,0.3049104910491049,0
CASH,5,4,21.31,81.97,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Lianyuan,China,17.99,0.18,49.98,0.26,2,99.96,81.97,21.31,Eastern Asia,Hunan,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.5,199.92,0.2131852741096438,0
DEBIT,3,4,58.8,196.0,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Aracaju,Brasil,4.0,0.02,50.0,0.3,4,200.0,196.0,58.8,South America,Sergipe,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,1.0,800.0,0.294,0
CASH,2,2,70.11,200.31,Shipping on time,0,Men's Clothing,Princeton,EE. UU.,Consumer,NJ,Apparel,Pacific Asia,Melbourne,Australia,10.54,0.05,210.85,0.35,1,210.85,200.31,70.11,Oceania,Victoria,CLOSED,Men's gala suit,210.85,Second Class,0,0.5,210.85,0.332511263931705,0
DEBIT,3,4,-208.77,260.96,Advance shipping,0,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Marseille,Francia,38.99,0.13,59.99,-0.8,5,299.95,260.96,-208.77,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,1.25,1499.75,-0.6960160026671113,0
TRANSFER,5,4,9.07,120.89,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,Africa,Menia,Egipto,9.1,0.07,129.99,0.08,1,129.99,120.89,9.07,North Africa,Menia,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.0697745980460035,0
TRANSFER,5,2,19.4,387.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Salvador,Brasil,12.0,0.03,399.98,0.05,1,399.98,387.98,19.4,South America,Bahía,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,3,0.5,399.98,0.048502425121256,0
TRANSFER,2,4,-29.7,124.79,Advance shipping,0,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,Pacific Asia,Medan,Indonesia,5.2,0.04,129.99,-0.24,1,129.99,124.79,-29.7,Southeast Asia,Sumatra Septentrional,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-2,0.25,129.99,-0.2284791137779829,0
TRANSFER,4,4,-7.7,47.25,Shipping on time,0,Women's Apparel,Norcross,EE. UU.,Consumer,GA,Golf,Pacific Asia,Cirebon,Indonesia,2.75,0.06,50.0,-0.16,1,50.0,47.25,-7.7,Southeast Asia,Java Occidental,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0,0.25,50.0,-0.154,0
TRANSFER,2,1,21.25,42.5,Late delivery,1,Women's Apparel,Santa Cruz,EE. UU.,Corporate,CA,Golf,USCA,Philadelphia,Estados Unidos,7.5,0.15,50.0,0.5,1,50.0,42.5,21.25,East of USA,Pensilvania,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,1.0,50.0,0.425,1
TRANSFER,2,1,43.56,139.17,Shipping canceled,0,Golf Gloves,Miami,EE. UU.,Home Office,FL,Outdoors,LATAM,São Bernardo do Campo,Brasil,20.79,0.13,39.99,0.31,4,159.96,139.17,43.56,South America,São Paulo,SUSPECTED_FRAUD,Clicgear Rovic Cooler Bag,39.99,First Class,1,4.0,639.84,0.2723180795198799,1
DEBIT,4,4,207.94,452.04,Shipping on time,0,Cameras ,Jonesboro,EE. UU.,Consumer,AR,Technology,Europe,Rome,Italia,0.0,0.0,452.04,0.46,1,452.04,452.04,207.94,Southern Europe,Lacio,COMPLETE,Web Camera,452.04,Standard Class,0,0.25,452.04,0.4600035395097778,0
DEBIT,2,1,89.09,296.98,Late delivery,1,Camping & Hiking,Las Vegas,EE. UU.,Consumer,NV,Fan Shop,Europe,Nuremberg,Alemania,3.0,0.01,299.98,0.3,1,299.98,296.98,89.09,Western Europe,Bavaria,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.2969864657643843,1
TRANSFER,3,2,-76.43,127.39,Late delivery,1,Men's Footwear,Tampa,EE. UU.,Corporate,FL,Apparel,Pacific Asia,Manila,Filipinas,2.6,0.02,129.99,-0.6,1,129.99,127.39,-76.43,Southeast Asia,Capital Nacional,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,1,0.5,129.99,-0.5879683052542504,0
DEBIT,3,4,116.15,351.98,Advance shipping,0,Fishing,Hanover,EE. UU.,Corporate,PA,Fan Shop,LATAM,La Romana,República Dominicana,48.0,0.12,399.98,0.33,1,399.98,351.98,116.15,Caribbean,La Romana,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-1,0.25,399.98,0.2903895194759738,0
TRANSFER,2,1,30.4,189.99,Shipping canceled,0,Water Sports,Hayward,EE. UU.,Home Office,CA,Fan Shop,USCA,Peoria,Estados Unidos,10.0,0.05,199.99,0.16,1,199.99,189.99,30.4,West of USA ,Arizona,SUSPECTED_FRAUD,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,0.1520076003800189,1
TRANSFER,2,4,-155.19,193.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,6.0,0.03,199.99,-0.8,1,199.99,193.99,-155.19,Central America,Francisco Morazán,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,-2,0.25,199.99,-0.7759887994399719,0
TRANSFER,4,2,91.78,203.97,Shipping canceled,0,Cleats,Philadelphia,EE. UU.,Consumer,PA,Apparel,LATAM,Cuscatancingo,El Salvador,35.99,0.15,59.99,0.45,4,239.96,203.97,91.78,Central America,San Salvador,CANCELED,Perfect Fitness Perfect Rip Deck,59.99,Second Class,2,2.0,959.84,0.3824804134022337,0
TRANSFER,2,2,32.17,98.99,Shipping on time,0,Cardio Equipment,Saint Paul,EE. UU.,Consumer,MN,Footwear,LATAM,Tuxtla Gutiérrez,México,1.0,0.01,99.99,0.33,1,99.99,98.99,32.17,Central America,Chiapas,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,0,0.5,99.99,0.3217321732173218,0
TRANSFER,5,2,-6.3,126.09,Late delivery,1,Men's Footwear,Greensboro,EE. UU.,Consumer,NC,Apparel,LATAM,Santiago de los Caballeros,República Dominicana,3.9,0.03,129.99,-0.05,1,129.99,126.09,-6.3,Caribbean,Santiago de Chile,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,3,0.5,129.99,-0.048465266558966,0
TRANSFER,6,4,-9.78,59.99,Late delivery,1,Cleats,Spring Valley,EE. UU.,Consumer,CA,Apparel,LATAM,San Salvador,El Salvador,0.0,0.0,59.99,-0.16,1,59.99,59.99,-9.78,Central America,San Salvador,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.25,59.99,-0.1630271711951992,0
TRANSFER,2,2,57.91,178.17,Shipping on time,0,Cleats,Brooklyn,EE. UU.,Home Office,NY,Apparel,Africa,Algiers,Argelia,1.8,0.01,59.99,0.33,3,179.97,178.17,57.91,North Africa,Alger,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0,1.5,539.91,0.3217758515308107,0
DEBIT,2,2,40.84,112.5,Shipping on time,0,Women's Apparel,Ogden,EE. UU.,Consumer,UT,Golf,LATAM,San Luis,Argentina,37.5,0.25,50.0,0.36,3,150.0,112.5,40.84,South America,San Luis,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,0,1.5,450.0,0.2722666666666667,0
CASH,5,4,7.43,19.8,Late delivery,1,Hockey,Fremont,EE. UU.,Consumer,CA,Fitness,Pacific Asia,Brisbane,Australia,2.2,0.1,22.0,0.38,1,22.0,19.8,7.43,Oceania,Queensland,CLOSED,Nike Dri-FIT Crew Sock 6 Pack,22.0,Standard Class,1,0.25,22.0,0.3377272727272727,0
PAYMENT,2,2,84.38,187.5,Shipping on time,0,Women's Apparel,Sunnyvale,EE. UU.,Corporate,CA,Golf,Africa,Harare,Zimbabue,62.5,0.25,50.0,0.45,5,250.0,187.5,84.38,East Africa,Harare,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,0,2.5,1250.0,0.33752,0
PAYMENT,2,1,37.32,128.69,Late delivery,1,Men's Footwear,Miami,EE. UU.,Consumer,FL,Apparel,USCA,Seattle,Estados Unidos,1.3,0.01,129.99,0.29,1,129.99,128.69,37.32,West of USA ,Washington,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.2870990076159704,1
CASH,6,4,6.58,58.19,Late delivery,1,Cleats,Dearborn,EE. UU.,Consumer,MI,Apparel,Pacific Asia,Shenyang,China,1.8,0.03,59.99,0.11,1,59.99,58.19,6.58,Eastern Asia,Liaoning,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.25,59.99,0.1096849474912485,0
TRANSFER,5,4,84.38,290.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Europe,Colmar,Francia,9.0,0.03,299.98,0.29,1,299.98,290.98,84.38,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,1,0.25,299.98,0.2812854190279352,0
TRANSFER,6,4,42.41,130.5,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Olivet,Francia,19.5,0.13,50.0,0.33,3,150.0,130.5,42.41,Western Europe,Centro-Valle de Loira,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.75,450.0,0.2827333333333333,0
PAYMENT,3,4,46.79,179.97,Advance shipping,0,Cleats,Wyoming,EE. UU.,Corporate,MI,Apparel,LATAM,Presidencia Roque Sáenz Peña,Argentina,0.0,0.0,59.99,0.26,3,179.97,179.97,46.79,South America,Chaco,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.75,539.91,0.2599877757404011,0
DEBIT,6,4,93.59,239.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Soyapango,El Salvador,60.0,0.2,299.98,0.39,1,299.98,239.98,93.59,Central America,San Salvador,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2,0.25,299.98,0.3119874658310554,0
CASH,6,2,87.42,185.99,Late delivery,1,Water Sports,Aurora,EE. UU.,Consumer,CO,Fan Shop,Europe,Offenburg,Alemania,14.0,0.07,199.99,0.47,1,199.99,185.99,87.42,Western Europe,Baden-Wurtemberg,CLOSED,Pelican Sunstream 100 Kayak,199.99,Second Class,4,0.5,199.99,0.4371218560928046,0
DEBIT,2,1,32.2,284.98,Late delivery,1,Camping & Hiking,South San Francisco,EE. UU.,Consumer,CA,Fan Shop,LATAM,San Juan,Argentina,15.0,0.05,299.98,0.11,1,299.98,284.98,32.2,South America,San Juan,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.1073404893659577,1
TRANSFER,2,4,3.67,13.59,Advance shipping,0,Trade-In,Greeley,EE. UU.,Corporate,CO,Outdoors,Pacific Asia,Cainta,Filipinas,2.4,0.15,15.99,0.27,1,15.99,13.59,3.67,Southeast Asia,Calabarzón,PROCESSING,Glove It Urban Brick Golf Towel,15.99,Standard Class,-2,0.25,15.99,0.2295184490306441,0
DEBIT,4,4,3.73,49.79,Shipping on time,0,Cleats,Portland,EE. UU.,Home Office,OR,Apparel,Europe,Rambouillet,Francia,10.2,0.17,59.99,0.08,1,59.99,49.79,3.73,Western Europe,Isla de Francia,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.25,59.99,0.0621770295049174,0
DEBIT,2,4,9.56,127.5,Advance shipping,0,Women's Apparel,Loveland,EE. UU.,Corporate,OH,Golf,Europe,Manresa,España,22.5,0.15,50.0,0.08,3,150.0,127.5,9.56,Southern Europe,Cataluña,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,0.75,450.0,0.0637333333333333,0
TRANSFER,2,1,71.7,149.38,Late delivery,1,Cleats,Los Angeles,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Ajman,Emiratos Árabes Unidos,30.59,0.17,59.99,0.48,3,179.97,149.38,71.7,West Asia,Ajmán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,3.0,539.91,0.3983997332888815,1
PAYMENT,6,4,67.85,260.96,Late delivery,1,Cleats,Arlington,EE. UU.,Consumer,TX,Apparel,Pacific Asia,Medina,Arabia Saudí,38.99,0.13,59.99,0.26,5,299.95,260.96,67.85,West Asia,Medina,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,1.25,1499.75,0.2262043673945657,0
CASH,6,4,9.45,126.0,Late delivery,1,Women's Apparel,Las Vegas,EE. UU.,Home Office,NV,Golf,LATAM,Caucaia,Brasil,24.0,0.16,50.0,0.08,3,150.0,126.0,9.45,South America,Ceará,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.75,450.0,0.063,0
TRANSFER,4,4,85.0,169.99,Shipping on time,0,Water Sports,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Europe,Ramnicu Valcea,Rumania,30.0,0.15,199.99,0.5,1,199.99,169.99,85.0,Eastern Europe,Vâlcea,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class,0,0.25,199.99,0.4250212510625531,0
TRANSFER,3,4,4.76,27.04,Advance shipping,0,Books ,Mcallen,EE. UU.,Home Office,TX,Book Shop,Europe,Milan,Italia,4.04,0.13,31.08,0.18,1,31.08,27.04,4.76,Southern Europe,Lombardía,PENDING,Sports Books ,31.08,Standard Class,-1,0.25,31.08,0.1531531531531531,0
DEBIT,5,4,18.42,81.87,Late delivery,1,Hunting & Shooting,Ventura,EE. UU.,Consumer,CA,Fan Shop,USCA,Arlington,Estados Unidos,8.1,0.09,29.99,0.23,3,89.97,81.87,18.42,US Center ,Texas,COMPLETE,ENO Atlas Hammock Straps,29.99,Standard Class,1,0.75,269.91,0.2047349116372124,0
TRANSFER,2,1,25.0,50.0,Late delivery,1,Women's Apparel,Long Beach,EE. UU.,Home Office,CA,Golf,LATAM,Juárez,México,0.0,0.0,50.0,0.5,1,50.0,50.0,25.0,Central America,Chihuahua,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,1,1.0,50.0,0.5,1
DEBIT,2,1,54.81,188.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Salamanca,México,11.0,0.06,199.99,0.29,1,199.99,188.99,54.81,Central America,Guanajuato,COMPLETE,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,0.2740637031851592,1
DEBIT,3,4,-2.06,158.37,Advance shipping,0,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,San Pedro Sula,Honduras,21.6,0.12,59.99,-0.01,3,179.97,158.37,-2.06,Central America,Cortés,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.75,539.91,-0.011446352169806,0
PAYMENT,3,4,110.46,230.12,Advance shipping,0,Consumer Electronics,Ann Arbor,EE. UU.,Consumer,MI,Technology,Pacific Asia,Manila,Filipinas,22.76,0.09,252.88,0.48,1,252.88,230.12,110.46,Southeast Asia,Capital Nacional,PENDING_PAYMENT,Industrial consumer electronics,252.88,Standard Class,-1,0.25,252.88,0.4368079721607086,0
TRANSFER,4,4,66.47,189.92,Shipping on time,0,Indoor/Outdoor Games,Williamsport,EE. UU.,Corporate,PA,Fan Shop,Europe,Fontaine,Francia,10.0,0.05,49.98,0.35,4,199.92,189.92,66.47,Western Europe,Auvernia-Ródano-Alpes,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,0,1.0,799.68,0.3324829931972789,0
DEBIT,1,0,17.1,170.97,Late delivery,1,Cleats,National City,EE. UU.,Consumer,CA,Apparel,Europe,Barcelona,España,9.0,0.05,59.99,0.1,3,179.97,170.97,17.1,Southern Europe,Cataluña,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Same Day,1,inf,539.91,0.0950158359726621,1
TRANSFER,2,1,42.5,424.96,Late delivery,1,Cardio Equipment,Pawtucket,EE. UU.,Corporate,RI,Footwear,Pacific Asia,Manukau City,Nueva Zelanda,74.99,0.15,99.99,0.1,5,499.95,424.96,42.5,Oceania,Auckland,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,1,5.0,2499.75,0.085008500850085,1
DEBIT,5,2,-33.61,50.39,Late delivery,1,Cleats,Middletown,EE. UU.,Home Office,CT,Apparel,LATAM,Zapopan,México,9.6,0.16,59.99,-0.67,1,59.99,50.39,-33.61,Central America,Jalisco,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class,3,0.5,59.99,-0.5602600433405567,0
TRANSFER,5,4,53.12,118.06,Late delivery,1,Electronics,Palo Alto,EE. UU.,Consumer,CA,Outdoors,USCA,Los Angeles,Estados Unidos,25.91,0.18,47.99,0.45,3,143.97,118.06,53.12,West of USA ,California,PROCESSING,Titleist Pro V1x Golf Balls,47.99,Standard Class,1,0.75,431.91,0.3689657567548794,0
DEBIT,3,4,79.67,165.98,Advance shipping,0,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Pacific Asia,Pasig,Filipinas,34.0,0.17,99.99,0.48,2,199.98,165.98,79.67,Southeast Asia,Capital Nacional,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-1,0.5,399.96,0.3983898389838984,0
TRANSFER,5,4,-510.27,188.99,Late delivery,1,Water Sports,Carlsbad,EE. UU.,Consumer,CA,Fan Shop,Europe,Hamburgo,Alemania,11.0,0.06,199.99,-2.7,1,199.99,188.99,-510.27,Western Europe,Hamburgo,PROCESSING,Pelican Sunstream 100 Kayak,199.99,Standard Class,1,0.25,199.99,-2.5514775738786937,0
DEBIT,5,4,62.4,239.98,Late delivery,1,Camping & Hiking,Mayaguez,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Mashhad,Irán,60.0,0.2,299.98,0.26,1,299.98,239.98,62.4,South Asia,Jorasán Razaví,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,1,0.25,299.98,0.2080138675911727,0
TRANSFER,3,2,-1.02,72.75,Shipping canceled,0,Girls' Apparel,New Orleans,EE. UU.,Consumer,LA,Golf,Pacific Asia,Hobart,Australia,2.25,0.03,25.0,-0.01,3,75.0,72.75,-1.02,Oceania,Tasmania,CANCELED,adidas Men's Germany Black Crest Away Tee,25.0,Second Class,1,1.5,225.0,-0.0136,0
TRANSFER,2,2,46.8,97.49,Shipping on time,0,Men's Footwear,Brooklyn,EE. UU.,Home Office,NY,Apparel,Europe,Heerlen,Países Bajos,32.5,0.25,129.99,0.48,1,129.99,97.49,46.8,Western Europe,Limburgo,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0,0.5,129.99,0.3600276944380337,0
TRANSFER,6,2,6.72,106.59,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Pacific Asia,Tamworth,Australia,23.4,0.18,129.99,0.06,1,129.99,106.59,6.72,Oceania,Nueva Gales del Sur,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,4,0.5,129.99,0.0516962843295638,0
DEBIT,4,4,-531.17,331.98,Shipping on time,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Lawrence,Estados Unidos,68.0,0.17,399.98,-1.6,1,399.98,331.98,-531.17,East of USA,Massachusetts,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,0,0.25,399.98,-1.3279913995699784,0
CASH,6,4,21.74,47.25,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,USCA,Richmond,Estados Unidos,2.75,0.06,50.0,0.46,1,50.0,47.25,21.74,South of  USA ,Kentucky,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2,0.25,50.0,0.4347999999999999,0
DEBIT,6,2,58.6,127.39,Late delivery,1,Men's Footwear,Cleveland,EE. UU.,Consumer,OH,Apparel,LATAM,Barreirinhas,Brasil,2.6,0.02,129.99,0.46,1,129.99,127.39,58.6,South America,Marañón,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,4,0.5,129.99,0.4508039079929225,0
TRANSFER,6,4,-142.19,193.99,Late delivery,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Bogotá,Colombia,6.0,0.03,199.99,-0.73,1,199.99,193.99,-142.19,South America,Bogotá,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,2,0.25,199.99,-0.7109855492774638,0
DEBIT,5,4,-143.94,239.9,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Africa,Lagos,Nigeria,10.0,0.04,49.98,-0.6,5,249.9,239.9,-143.94,West Africa,Lagos,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,1.25,1249.5,-0.5759903961584634,0
TRANSFER,2,4,114.84,395.99,Advance shipping,0,Kids' Golf Clubs,Hollywood,EE. UU.,Home Office,FL,Outdoors,Europe,Viena,Austria,4.0,0.01,399.99,0.29,1,399.99,395.99,114.84,Western Europe,Viena,PROCESSING,Garmin Forerunner 910XT GPS Watch,399.99,Standard Class,-2,0.25,399.99,0.287107177679442,0
PAYMENT,3,4,94.57,290.98,Advance shipping,0,Camping & Hiking,Mission Viejo,EE. UU.,Corporate,CA,Fan Shop,LATAM,Mexico City,México,9.0,0.03,299.98,0.33,1,299.98,290.98,94.57,Central America,Distrito Federal,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-1,0.25,299.98,0.3152543502900193,0
